Id,Kazakh,Russian,English,Level
6532,қатысым жағдаятына сәйкес,ситуации общения;,adequately situation,C1
6533,"әңгімені үзу, әңгімелесушіні","прервать беседу,",to interrupt interlocutor,C1
6534,"әңгімелесушінің ойын,",подхватывать и развивать,to take up and develop,C1
6535,"іліп әкетіп, дамыту",мысль собеседника,one’s idea,C1
6536,әңгімелесушіні қуаттау,подбадривать собеседника,to bear up interlocutor,C1
6537,күрделі сөйлеу этикеттерімен,обеспечивать,to provide psychological,C1
6538,қатысымның психологиялық,психологический комфорт,comfort of dialogue with the,C1
6539,қолайлылығын,общения усложненными,complicated forms of speech,C1
6540,"мақтау, қошемет",комплимент,compliment,C1
6541,ілтипат білдіру,почтение,courtesy,C1
6542,сыпайылық білдіру,любезность,civility,C1
6543,көңіл айту,соболезнование,condolence,C1
6544,аяныш білдіру,сочувствие,sympathy (for),C1
6545,іс-әрекетті жүзеге асыруға,побуждать собеседника,to induce the interlocutor,C1
6546,әңгімелесушіге қозғау салу,к совершению действия,to action fulfillment,C1
6547,ұсыныс айту,предложение,offer,C1
6548,шағым жасау,жаловаться,to complain,C1
6549,бұйрық беру,приказать,to order,C1
6550,нұсқау беру,указание,indication,C1
6551,есіне салу,напоминание,mention,C1
6552,келісім беру/бермеу,выражать согласие/,to express consent/,C1
6553,қарсылығын білдіру,протест,to protest,C1
6554,тілегін/тілектес еместігін білдіру,желание/нежелание,desire (for)/unwillingness,C1
6555,бағынышты/бағынышты еместігін білдіру,подчинение/неподчинение,submission/insubordination,C1
6556,уәде беру,обещать,to promise,C1
6557,кепілдеме беру,дать гарантию,to guarantee,C1
6558,өз қатесін мойындау,признать свои ошибки,to admit to (making)one’s error,C1
6559,үміттендіру,обнадежить,give hope,C1
6560,"Оқиғаға, құбылысқа,",Относящиеся,Concerning,C1
6561,"затқа, адамға","к количественному,","the quantitative,",C1
6562,"сандық, сапалық",качественному,qualitative,C1
6563,сипаттама беруге,"описанию событиЙ,","description event,",C1
6564,қайта сұрау,переспросить,to ask again,C1
6565,көрнекілеу,иллюстрировать,to illustrate,C1
6566,"қатынасын анықтау,","выяснения,","finding-out,",C1
6567,білдіруге қатысты,обозначения,a designation of the,C1
6568,ниет білдіру,намерение,intention,C1
6569,"моральдық, этикалық",выражать морально –,moral and ethic estate,C1
6570,куаттау,одобрить,to approve,C1
6571,әлеуметтік-құқықтық,выражать и выяснить,to express and find,C1
6572,"баға беру, анықтауға",социально –,out socially –,C1
6573,"жазғыру, кінәлау",обвинять,to accuse (of),C1
6574,рационалды бағалауын,выразить и выяснить,to express and find out,C1
6575,"білдіру, анықтау",рациональную оценку,a rational estimation,C1
6576,"стандартпен, нормамен",сравнивать,"to compare to the standard,",C1
6577,мүмкіндігін/мүмкін,возможность/,possibility/impossibility,C1
6578,"еместігін, ақиқаттығын,",невозможность,"the validity, probability/",C1
6579,ықтималдығын бағалау,"истинность, вероятность/ невероятность",incredibility,C1
6580,эмоциялық бағалауын,выразить эмоциональную,to express an emotional,C1
6581,білдіру,оценку,estimation,C1
6582,артықшылығын  білдіру,предпочтение,preference,C1
6583,таңданыс,удивление,astonishment,C1
6584,көңілі қалу,разочарование,disappointment,C1
6585,"қуаныш, қайғы",радость/печаль,"joy, gladness/grief, sorrow",C1
6586,қорқыныш,страх,fear,C1
6587,қауіптену СЫН ЕСІМ,опасение,apprehension,C1
6588,негізгі белгілер,основные признаки,main features,C1
6589,ауыспалы,переменный,variable,C1
6590,таңертеңгі,утренний,matutinal,C1
6591,ертеңгі,завтрашний,tomorrow’s,C1
6592,кешегі,вчерашний,yesterday’s,C1
6593,кешкі,вечерний,evenining,C1
6594,күндізгі,дневной,daytime,C1
6595,"үздіксіздік, үзіліссіз",непрерывный,continuous,C1
6596,бүтін (тұтас),целый,whole entire,C1
6597,"ұғымды, ұққыш","толковый, понятливый","sensible, knowing",C1
6598,майталман,искусный,"skilful, clever",C1
6599,қабілеттің жоқтығы,отсутствие способности,absence of ability,C1
6600,құлықсыз,нерадивый,remiss,C1
6601,құнтсыз,"неаккуратный, неусердный",careless,C1
6602,олақ,"неумелый, неловкий","unskillful, awkward",C1
6603,парықсыз,бестолковый,confused,C1
6604,сауатсыз,безграмотный,illiterate,C1
6605,"мұқият, тап-тұйнақтай",аккуратный,"painstaking, conscientious",C1
6606,ибалы,"деликатный, учтивый","considerate, tactful",C1
6607,инабатты,"уважительный, почтительный","valid, respectful contrite,",C1
